Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
451177;La Bohème Act Four Syrah Gamay 2016;De Bortoli Wines;0,75 l;17.50;23.2;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Victoria;2016;Yarra Valley;;Syrah, Gamay, ;Keskitäyteläinen, keskitanniininen, mustikkainen, vadelmainen, boysenmarjainen, mausteinen, vivahteikas;pullo;metallinen kierrekapseli;14.0;5.3;;;;;80.0;vakiovalikoima;9300752085203
950783;La Brutta Cabernet Sauvignon Sangiovese 2014;Nugan Estate;0,75 l;19.98;26.51;;110;punaviinit;Vivahteikas & Kehittynyt;;;Australia;Victoria;2014;;Saattaa sisältää sakkaa;Cabernet Sauvignon, Sangiovese, ;Täyteläinen, tanniininen, mustaherukkainen, yrttinen, setrinen;pullo;metallinen kierrekapseli;14.0;6.8;6;;;;80.0;tilausvalikoima;9329056003065
939927;La La Land Tempranillo 2016;Wingara Wine Group;0,75 l;14.10;18.67;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Victoria;2016;Victoria;;Tempranillo, ;Täyteläinen, keskitanniininen, luumuinen, marjainen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.5;2;;;;80.0;tilausvalikoima;9313467917219
466267;Little Yering Pinot Noir 2016;Yering Station;0,75 l;15.00;19.87;;110;punaviinit;Marjaisa & Raikas;;;Australia;Victoria;2016;Yarra Valley;;Pinot Noir, ;Kevyt, keskitanniininen, vadelmainen, metsämansikkainen, kevyen basilikamainen;pullo;metallinen kierrekapseli;13.0;5.2;;;;;70.0;vakiovalikoima;9316562000794
473147;Rawson's Retreat Organic Collection Cabernet Shiraz Merlot 2018;Rawson's Retreat;0,75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Victoria;2018;Victoria;;Cabernet Sauvignon, Shiraz, Merlot, ;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, herukkainen, vadelmainen, kevyen mokkainen, hennon suklainen;pullo;metallinen kierrekapseli;14.0;5.3;2;;;;80.0;vakiovalikoima;9310297008742
944157;Route Du Van Dolcetto Shiraz 2012;Route du Van;0,75 l;20.32;27.09;;110;punaviinit;Marjaisa & Raikas;;;Australia;Victoria;2012;Victoria;;Dolcetto, Shiraz, ;Keskitäyteläinen, vähätanniininen, marjainen, aromikas;pullo;metallinen kierrekapseli;13.0;6.2;;;;;70.0;tilausvalikoima;9345394000023
406837;Windy Peak Heathcote Shiraz 2016;De Bortoli Wines;0,75 l;14.89;19.72;;110;punaviinit;Mehevä & Hilloinen;;;Australia;Victoria;2016;Heathcote;;Shiraz, ;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, tamminen, mausteinen;pullo;metallinen kierrekapseli;14.5;5.3;1;;;;80.0;vakiovalikoima;9300752211459
428457;Hardys Nottage Hill Shiraz 2019 muovipullo;Accolade Wines;0,75 l;9.98;13.04;;110;punaviinit;Mehevä & Hilloinen;;;Australia;;2019;South Eastern Australia;;Shiraz, ;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkahilloinen, kevyen mustaherukkainen, hennon mokkainen, mausteinen;muovipullo;muovisuljin;14.0;5.0;4;;;;80.0;vakiovalikoima;5010134918893
953192;Penley Estate Echo Sparkling Pinot Noir;Penley Estate;0,75 l;15.90;21.07;;110;punaviinit;Marjaisa & Raikas;;;Australia;;;Coonawarra;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, punaherukkainen, kanelinen, pirskahteleva;pullo;kruunukorkki;13.0;5.4;14;;;;80.0;tilausvalikoima;0751527451607
485997;La Concepción Merlot Cabernet Sauvignon Syrah 2018;Concepción;0,75 l;20.88;27.71;;110;punaviinit;Mehevä & Hilloinen;;;Bolivia;;2018;Tarija;;Cabernet Sauvignon, Merlot, Syrah, ;Keskitäyteläinen, keskitanniininen, mustaherukkainen, metsämarjainen, kevyen luumuinen, hennon mokkainen, mausteinen;pullo;luonnonkorkki;13.0;2.8;3;;;;70.0;erikoiserä;7772110000753
007081;Melnik 13;Damianitza;0,75 l;8.99;11.85;;110;punaviinit;Pehmeä & Hedelmäinen;;;Bulgaria;;;;Saattaa sisältää sakkaa;Melnik, ;Keskitäyteläinen, vähätanniininen, puolimakea, metsämansikkainen, kirsikkahilloinen, kevyen mausteinen;pullo;metallinen kierrekapseli;12.5;5.3;30;;;;80.0;vakiovalikoima;3800023010959
906558;Merul Mavrud 2015;Kovex-2 Panagyurishte;0,75 l;14.55;19.4;;110;punaviinit;Mehevä & Hilloinen;;;Bulgaria;;2015;PGI Thracian Valley;;Mavrud, ;Täyteläinen, tanniininen, kirsikkainen, suklainen;pullo;luonnonkorkki;14.0;4.1;2;;;;80.0;tilausvalikoima;3801070550757
946046;Merul Mavrud Reserva 2016;Kovex-2;0,75 l;21.81;29.08;;110;punaviinit;Mehevä & Hilloinen;;;Bulgaria;;2016;PGI Thracian Valley;;;Täyteläinen, tanniininen, kirsikkainen, marjainen, suklainen;pullo;luonnonkorkki;14.5;4.6;;;;;80.0;tilausvalikoima;3802400051753
464997;Rough Day Cabernet 2019;Yambol for Grapes & Barley;0,75 l;9.29;12.25;;110;punaviinit;Mehevä & Hilloinen;soveltuu vegaaneille;;Bulgaria;;2019;PGI Thracian Valley;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Täyteläinen, keskitanniininen, herukkainen, tumman kirsikkainen, karhunvatukkainen, mustapippurinen, kevyen tamminen;pullo;metallinen kierrekapseli;13.5;5.1;2;;;;80.0;vakiovalikoima;0853928004243
942081;Zelanos Pino Noir 2017;Renval;0,75 l;16.66;22.21;;110;punaviinit;Marjaisa & Raikas;;;Bulgaria;;2017;PGI Thracian Lowlands;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, luumuinen, mausteinen;pullo;metallinen kierrekapseli;14.0;4.8;3;;;;80.0;tilausvalikoima;3800500165127
456427;Aconcagua Alto Cabernet Sauvignon 2016;Vina Errazuriz;0,75 l;18.90;25.07;;110;punaviinit;Roteva & Voimakas;;;Chile;Aconcagua;2016;Valle de Aconcagua;;Cabernet Sauvignon, Cabernet Franc, Petit Verdot, ;Täyteläinen, tanniininen, tumman kirsikkainen, boysenmarjainen, mustaherukkainen, kevyen pippurinen, tamminen;pullo;luonnonkorkki;13.5;6.0;;;;;80.0;vakiovalikoima;7804304001687
437937;Cono Sur Reserva Especial Cabernet Sauvignon 2018;Viña Cono Sur;0,75 l;10.99;14.52;;110;punaviinit;Vivahteikas & Kehittynyt;paikallinen ekosertifiointi;;Chile;Aconcagua;2018;DO Valle del Acongagua;;Cabernet Sauvignon, Syrah, Carmenère, Malbec, Merlot, ;Täyteläinen, keskitanniininen, karhunvatukkainen, luumuinen, viikunainen, tamminen;pullo;luonnonkorkki;14.5;5.1;;;;;80.0;vakiovalikoima;7804320753157
441927;Cono Sur Single Vineyard 8 Grapes 2017;Cono Sur;0,75 l;14.98;19.84;;110;punaviinit;Roteva & Voimakas;paikallinen ekosertifiointi;;Chile;Aconcagua;2017;DO Valle del Aconcagua;;Cabernet Sauvignon, Carignan, Carmenère, Grenache Noir, Malbec, Mourvèdre, Petite Sirah, Petit Verdot, ;Täyteläinen, tanniininen, mustaherukkainen, karhunvatukkainen, hapankirsikkainen, kevyen taatelinen, mustapippurinen, tamminen;pullo;luonnonkorkki;14.0;5.7;;;;;80.0;vakiovalikoima;7804320749129
908373;Errazuriz Don Maximiano Founders Reserve 2008;Viña Errazuriz;0,75 l;59.98;79.97;;110;punaviinit;Roteva & Voimakas;paikallinen ekosertifiointi;;Chile;Aconcagua;2008;DO Aconcagua Valley;;Cabernet Sauvignon, Carmenère, Malbec, Petit Verdot, ;Erittäin täyteläinen, tanniininen, boysenmarjainen, mustaherukkainen, tamminen;pullo;luonnonkorkki;14.5;6.0;3;;;;80.0;tilausvalikoima;7804304104692
919908;Errazuriz La Cumbre Syrah 2009;Viña Errazuriz;0,75 l;68.49;91.32;;110;punaviinit;Roteva & Voimakas;;;Chile;Aconcagua;2009;DO Aconcagua Valley;;Syrah, ;Täyteläinen, tanniininen, mustaherukkainen, tamminen, karhunvatukkainen;pullo;luonnonkorkki;14.5;5.7;3;;;;80.0;tilausvalikoima;7804304000406
958367;Errázuriz Estate Series Carmenere 2016;Viña Errázuriz;0,75 l;12.95;17.27;;110;punaviinit;Mehevä & Hilloinen;;;Chile;Aconcagua;2016;Valle de Aconcagua;;Carmenère, Syrah, Petite Sirah, ;Täyteläinen, tanniininen, boysenmarjainen, mausteinen, setrinen;pullo;metallinen kierrekapseli;13.5;4.9;2;;;;80.0;tilausvalikoima;7804304000093
482687;Errázuriz La Cumbre 2012;Viña Errázuriz;0,75 l;67.90;90.53;;110;punaviinit;Roteva & Voimakas;;;Chile;Aconcagua;2012;Valle de Aconcaqua;;;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, karhunvatukkainen, mausteinen, tamminen, runsas, lämmin, pitkä;pullo;luonnonkorkki;14.0;5.9;3;;;;80.0;erikoiserä;7804304000406
426308;Errázuriz Max Reserva Cabernet Sauvignon 2014;Viña Errázuriz;1,5 l;34.99;23.26;;110;punaviinit;Mehevä & Hilloinen;;;Chile;Aconcagua;2014;DO Valle de Aconcagua;;Cabernet Sauvignon, Petit Verdot, Cabernet Franc, ;Täyteläinen, tanniininen, mustaherukkainen, puolukkahilloinen, mustikkainen, kevyen tamminen, viherpippurinen;pullo;luonnonkorkki;14.0;5.9;;;;;80.0;vakiovalikoima;7804304000130
403797;Maitén Reserva Cabernet Sauvignon Organic 2016;Viña dos Andes;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;luomu;;Chile;Aconcagua;2016;Valle de Aconcagua;;Cabernet Sauvignon, Carmenère, Cabernet Franc, ;Keskitäyteläinen, tanniininen, kirsikkainen, kypsän karpaloinen, mausteinen, eukalyptuksinen;pullo;metallinen kierrekapseli;13.0;4.7;;;;;70.0;vakiovalikoima;7804421000983
472367;Gracia de Chile Malbec 2016;Viña dos Andes;0,75 l;10.99;14.52;;110;punaviinit;Mehevä & Hilloinen;;;Chile;Bío Bío;2016;Valle del Bío Bío;;Malbec, ;Täyteläinen, keskitanniininen, kirsikkainen, herukkainen, luumuinen, kevyen setrinen, paahteisen paprikainen;pullo;metallinen kierrekapseli;13.5;5.4;1;;;;80.0;vakiovalikoima;7804421001638
438117;Llai Llai Pinot Noir 2018;Bodegas dos Andes;0,75 l;10.99;14.52;;110;punaviinit;Marjaisa & Raikas;;;Chile;Bío Bío;2018;Valle del Bío Bío;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, vadelmainen, kypsän puolukkainen, hapankirsikkainen, rosmariininen;pullo;metallinen kierrekapseli;13.5;5.4;2;;;;80.0;vakiovalikoima;7804421005797
920875;Casas del Bosque Gran Estate Selection 2014;Casas Bosque;0,75 l;69.99;93.32;;110;punaviinit;Vivahteikas & Kehittynyt;paikallinen ekosertifiointi;;Chile;Casablanca;2014;;;Syrah, ;Täyteläinen, tanniininen, karhunvatukkainen, setrinen, mausteinen;pullo;luonnonkorkki;14.5;6.0;4;;;;80.0;tilausvalikoima;7809531600894
928915;Casas del Bosque Pequeñas Producciones Syrah 2017;Casas del Bosque;0,75 l;34.94;46.59;;110;punaviinit;Roteva & Voimakas;;;Chile;Casablanca;2017;DO Valle de Casablanca;;Syrah, ;Täyteläinen, tanniininen, karhunvatukkainen, pippurinen, setrinen;pullo;luonnonkorkki;14.5;5.8;3;;;;80.0;tilausvalikoima;7809531600740
441867;Casillero del Diablo Pinot Noir 2019;Concha y Toro;0,75 l;10.49;13.85;;110;punaviinit;Marjaisa & Raikas;ympäristövastuullinen pakkaus;;Chile;Casablanca;2019;;;Pinot Noir, ;Keskitäyteläinen, keskitanniininen, kirsikkainen, punaherukkahilloinen, kevyen puolukkainen, hennon lakritsinen;pullo;metallinen kierrekapseli;13.5;5.2;;;;;80.0;vakiovalikoima;7804320510163
473837;Cono Sur Ocio 2017;Viña Cono Sur;0,75 l;55.89;74.52;;110;punaviinit;Mehevä & Hilloinen;;;Chile;Casablanca;2017;Valle de Casablanca;;Pinot Noir, ;Täyteläinen, keskitanniininen, boysenmarjainen, karpaloinen, kypsän luumuinen, kaakaopapuinen, hennon orvokkinen, tamminen, runsas;pullo;luonnonkorkki;14.0;6.5;;;;;80.0;vakiovalikoima;7804320117522
913923;Dos Almas Pinot Noir Gran Reserva 2017;Dos Almas;0,75 l;14.49;19.19;;110;punaviinit;Marjaisa & Raikas;;;Chile;Casablanca;2017;Casablanca Valley;;Pinot Noir, ;Keskitäyteläinen, vähätanniininen, kirsikkainen, karpaloinen;pullo;luonnonkorkki;12.5;5.6;3;;;;70.0;tilausvalikoima;7804664430042
918224;Fray Leon Reserve Pinot Noir 2017;Fray Leon;0,75 l;14.80;19.73;;110;punaviinit;Marjaisa & Raikas;;;Chile;Casablanca;2017;Casablanca;;Pinot Noir, ;Keskitäyteläinen, vähätanniininen, vadelmainen, marjainen, boysenmarjainen;pullo;metallinen kierrekapseli;13.0;4.9;2;;;;70.0;tilausvalikoima;7804449008251
907466;Indomita Gran Reserva Pinot Noir 2018;Vina Indomita;0,75 l;11.48;15.31;;110;punaviinit;Marjaisa & Raikas;;;Chile;Casablanca;2018;DO Casablanca Valley;;Pinot Noir, ;Keskitäyteläinen, vähätanniininen, boysenmarjainen, kirsikkainen, vadelmainen;pullo;metallinen kierrekapseli;14.0;5.7;3;;;;80.0;tilausvalikoima;7809623802274
495137;Loma Larga Quinteto Red Blend 2018;Llancay;0,75 l;15.00;19.87;;110;punaviinit;Mehevä & Hilloinen;;;Chile;Casablanca;2018;DO Valle de Casablanca;;Cabernet Franc, Syrah, Malbec, Merlot, Pinot Noir, ;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, luumuinen, kevyen suklainen, hennon pippurinen, tamminen, lämmin;pullo;luonnonkorkki;14.5;5.1;;;;;80.0;vakiovalikoima;7804614590321
